date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-02-27,80.1213,80.5152,79.7692,80.3392,9101165,9101165,0.041911,0.052,80.2155,"Feb 27, 14",-0.02061077728974426
2014-02-28,80.4398,81.1716,80.2889,80.6997,12652612,12652612,0.360453,0.449,80.7472,"Feb 28, 14",-0.01621603829823017
2014-03-03,80.2721,80.926,79.4925,80.0542,11897226,11897226,-0.645463,-0.8,79.8187,"Mar 3, 14",-0.024085120181787413
2014-03-04,80.9679,81.1942,80.3643,80.9092,12566341,12566341,0.855029,1.068,80.8438,"Mar 4, 14",-0.013662091505658296
2014-03-05,79.8027,79.8782,78.2896,78.6291,19836928,19836928,-2.2801,-2.818,78.9465,"Mar 5, 14",-0.04145805370968395
2014-03-06,78.5202,78.7465,78.1849,78.5956,12612051,12612051,-0.033531,-0.043,78.462,"Mar 6, 14",-0.04186644138295906
2014-03-07,79.107,79.6854,78.7884,79.6267,12660051,12660051,1.0311,1.312,79.3891,"Mar 7, 14",-0.029296634519851886
2014-03-10,79.7608,80.0961,79.35,80.0542,9967356,9967356,0.427514,0.537,79.7624,"Mar 10, 14",-0.024085120181787413
2014-03-11,79.9368,80.1296,78.3944,78.8052,12144602,12144602,-1.249,-1.56,78.9993,"Mar 11, 14",-0.039311275522705726
2014-03-12,78.495,79.1908,78.4196,78.9728,9705872,9705872,0.167653,0.213,78.7604,"Mar 12, 14",-0.03726811808864806
2014-03-13,79.1656,79.2746,78.2352,78.495,9872689,9872689,-0.477813,-0.605,73.1016,"Mar 13, 14",-0.043092823470466175
2014-03-14,78.4447,78.9812,78.2016,78.3525,11731826,11731826,-0.142505,-0.182,78.5243,"Mar 14, 14",-0.04482999491648767
2014-03-17,78.7549,79.2411,78.5872,79.065,8676159,8676159,0.712528,0.909,78.9535,"Mar 17, 14",-0.03614413768638021
2014-03-18,79.1405,79.8446,78.8555,79.392,8757308,8757308,0.32692,0.413,79.494,"Mar 18, 14",-0.0321577863681414
2014-03-19,79.3417,79.8865,78.0675,78.5705,9914653,9914653,-0.821497,-1.035,76.5482,"Mar 19, 14",-0.04217242737099524
2014-03-20,78.3274,79.4171,77.9669,79.283,10405003,10405003,0.712521,0.907,79.1458,"Mar 20, 14",-0.033486570140887614
2014-03-21,79.7189,80.4649,79.0567,79.0567,24482606,24482606,-0.226332,-0.285,76.6539,"Mar 21, 14",-0.03624532030393785
2014-03-24,79.4339,79.7189,79.1992,79.3333,9539768,9539768,0.276632,0.35,79.4591,"Mar 24, 14",-0.03287337909713414
2014-03-25,79.7189,80.3224,79.4674,79.5596,9799558,9799558,0.226329,0.285,80.0746,"Mar 25, 14",-0.030114628934083728
2014-03-26,80.1045,80.1213,79.1405,79.3836,11033634,11033634,-0.176033,-0.221,79.3723,"Mar 26, 14",-0.0322601880533805
2014-03-27,79.3081,80.8925,78.8471,80.6745,15427492,15427492,1.2909,1.626,80.014,"Mar 27, 14",-0.016523243353947805
2014-03-28,80.8673,82.1247,80.8673,81.8984,12321804,12321804,1.2239,1.517,81.729,"Mar 28, 14",-0.001603074001065497
2014-03-31,82.5606,82.8624,81.5798,81.8816,12375215,12375215,-0.016765,-0.02,82.0811,"Mar 31, 14",-0.001807877371543692
2014-04-01,81.8565,82.0912,81.5463,81.9235,9476393,9476393,0.041912,0.051,81.7628,"Apr 1, 14",-0.0012970880130293175
2014-04-02,81.7559,82.2001,81.4625,82.1079,9550006,9550006,0.184417,0.225,81.9109,"Apr 2, 14",0.0009508727915065478
2014-04-03,82.0073,82.6025,81.781,82.0912,10119284,10119284,-0.016767,-0.02,82.302,"Apr 3, 14",0.0007472884887096388
2014-04-04,82.4013,82.745,81.5463,81.6134,12496720,12496720,-0.477808,-0.582,82.0422,"Apr 4, 14",-0.005077416893108479
2014-04-07,81.5212,81.7559,81.1029,81.1272,10126378,10126378,-0.486193,-0.596,81.2901,"Apr 7, 14",-0.011004523960165694
2014-04-08,81.32,82.0493,81.102,81.6888,10251416,10251416,0.561634,0.692,81.7332,"Apr 8, 14",-0.004158239861318828
2014-04-09,81.9403,81.9738,81.0006,81.5882,10464949,10464949,-0.100588,-0.123,81.4261,"Apr 9, 14",-0.005384621948825944
2014-04-10,81.2948,81.9654,80.6703,81.1272,13449913,13449913,-0.461046,-0.565,81.346,"Apr 10, 14",-0.011004523960165694
2014-04-11,80.9008,81.6803,80.708,81.0769,13353028,13353028,-0.050295,-0.062,81.0987,"Apr 11, 14",-0.01161771500391934
2014-04-14,81.7223,82.196,81.0936,82.0325,9610713,9610713,0.955618,1.179,81.782,"Apr 14, 14",0.000031695759716896476
2014-04-15,81.7978,82.7366,81.3703,82.7199,12961766,12961766,0.687378,0.838,82.1818,"Apr 15, 14",0.008411567001788346
2014-04-16,83.03,83.9102,82.963,83.7761,12508091,12508091,1.0562,1.277,83.5432,"Apr 16, 14",0.021287359852931696
2014-04-17,83.5665,84.6395,83.5665,84.1784,15439810,15439810,0.402368,0.48,84.2044,"Apr 17, 14",0.026191669135278706
2014-04-21,83.8515,84.606,83.7342,84.606,8003529,8003529,0.427512,0.508,84.4099,"Apr 21, 14",0.03140440254102463
2014-04-22,84.2707,84.5473,84.0108,84.1365,8212620,8212620,-0.469424,-0.555,84.3018,"Apr 22, 14",0.02568087977676433
2014-04-23,84.321,84.6227,84.103,84.2455,8691639,8691639,0.108973,0.13,84.3242,"Apr 23, 14",0.027009663549510718
2014-04-24,84.2287,84.3293,83.709,83.8348,9057792,9057792,-0.41075,-0.488,83.9354,"Apr 24, 14",0.02200295258192444
2014-04-25,83.818,84.3042,83.7677,84.1701,10396471,10396471,0.335306,0.4,84.0989,"Apr 25, 14",0.026090486517721067
2014-04-28,84.4299,85.0519,84.0862,84.8071,12710821,12710821,0.63708,0.757,84.5707,"Apr 28, 14",0.03385594764835758
2014-04-29,85.1424,85.9807,84.8575,85.0419,10094588,10094588,0.234712,0.277,85.3881,"Apr 29, 14",0.03671831856432838
2014-04-30,84.7736,85.8466,84.4215,85.8466,13972286,13972286,0.804735,0.946,85.2456,"Apr 30, 14",0.046528156196703856
2014-05-01,85.4694,85.8298,84.8323,85.0083,11161697,11161697,-0.838263,-0.976,85.2268,"May 1, 14",0.036308711823371816
2014-05-02,84.8994,86.2657,84.6479,85.5113,11169957,11169957,0.50296,0.592,85.6902,"May 2, 14",0.0424406222609074
2014-05-05,85.243,86.4501,85.1508,86.2657,7614576,7614576,0.754435,0.882,86.1129,"May 5, 14",0.05163726884952923
2014-05-06,86.0059,86.5926,85.8466,86.0645,9669834,9669834,-0.201183,-0.233,88.5135,"May 6, 14",0.049184504674514996
2014-05-07,86.4418,86.7184,86.1651,86.4334,11007353,11007353,0.368835,0.429,86.5075,"May 7, 14",0.05368164535126836
2014-05-08,86.4166,86.5843,85.6455,85.7711,8924353,8924353,-0.662229,-0.766,86.0063,"May 8, 14",0.04560776009723291
2014-05-09,85.8387,86.2354,85.4589,86.0413,8948779,8948779,0.270108,0.315,85.8791,"May 9, 14",0.04890168097242602
2014-05-12,86.362,86.3788,85.6826,86.2776,8830502,8830502,0.236307,0.275,86.1193,"May 12, 14",0.05178233790361818
2014-05-13,86.2354,86.6827,86.0328,86.3873,7529135,7529135,0.109713,0.127,86.5586,"May 13, 14",0.05311965515013426
2014-05-14,86.3873,86.6573,86.1763,86.3282,6999163,6999163,-0.059078,-0.068,88.8811,"May 14, 14",0.052399186150415854
2014-05-15,86.0834,86.4379,84.674,85.0538,13658740,13658740,-1.2744,-1.476,85.3966,"May 15, 14",0.036863387618417155
2014-05-16,84.8935,85.2395,84.6656,85.0201,10369477,10369477,-0.033757,-0.04,84.9379,"May 16, 14",0.036452561809779134
2014-05-19,84.75,85.3323,84.75,85.1298,5851383,5851383,0.109713,0.129,85.1201,"May 19, 14",0.03778987905629539
2014-05-20,84.9779,85.307,84.7753,84.961,6140744,6140744,-0.168792,-0.198,85.0081,"May 20, 14",0.035732092810060734
2014-05-21,85.1129,86.2691,85.0032,86.1088,7748049,7748049,1.1478,1.351,85.845,"May 21, 14",0.04972455165738352
2014-05-22,85.9231,86.0581,85.6362,85.6615,5304614,5304614,-0.447296,-0.519,86.1096,"May 22, 14",0.04427166191839812
2014-05-23,85.7037,86.0244,85.4642,85.5096,5411273,5411273,-0.151909,-0.177,85.6588,"May 23, 14",0.04241989811032329
2014-05-27,85.7543,85.9991,85.1804,85.5433,8359739,8359739,0.033757,0.039,85.5155,"May 27, 14",0.04283072391896131
2014-05-28,85.4336,86.1425,85.2817,85.2901,7587010,7587010,-0.253186,-0.296,85.6953,"May 28, 14",0.03974404454960932
2014-05-29,85.6952,85.7881,85.2564,85.4674,6113654,6113654,0.177228,0.208,85.4777,"May 29, 14",0.04190545154876454
2014-05-30,85.0707,85.3661,84.7078,84.8428,11488959,11488959,-0.624525,-0.731,85.9287,"May 30, 14",0.03429115481062392
2014-06-02,84.8428,85.1382,84.117,84.3449,7762537,7762537,-0.497936,-0.587,84.5432,"Jun 2, 14",0.02822141682484067
2014-06-03,84.0495,84.9779,84.0495,84.7247,9384234,9384234,0.379784,0.45,84.688,"Jun 3, 14",0.032851435878868566
2014-06-04,84.5728,84.7795,84.3618,84.4293,7154661,7154661,-0.295387,-0.349,84.5291,"Jun 4, 14",0.029250309947958002
2014-06-05,84.4799,85.096,84.3618,84.8597,12296438,12296438,0.430416,0.51,84.7908,"Jun 5, 14",0.03449717724878375
2014-06-06,84.9104,85.7712,84.9019,85.7459,9342474,9342474,0.886155,1.044,87.5679,"Jun 6, 14",0.04530055504151545
2014-06-09,85.6193,86.0497,85.3998,85.6784,6404983,6404983,-0.067517,-0.079,85.7228,"Jun 9, 14",0.04447768435655777
2014-06-10,85.6446,85.8556,85.2395,85.6277,7917532,7917532,-0.050638,-0.059,85.4744,"Jun 10, 14",0.04385961704207864
2014-06-11,85.3998,86.362,85.2395,86.0413,10270318,10270318,0.413541,0.483,85.97,"Jun 11, 14",0.04890168097242602
2014-06-12,86.4717,86.881,85.7206,85.7965,11421250,11421250,-0.244749,-0.284,86.3425,"Jun 12, 14",0.045917403288313126
2014-06-13,86.0244,86.6363,85.7712,86.632,8241548,8241548,0.835513,0.974,86.3499,"Jun 13, 14",0.0561027137665657
2014-06-16,86.5645,87.1384,86.2269,86.8599,8977642,8977642,0.22787,0.263,86.8524,"Jun 16, 14",0.05888096901251859
2014-06-17,86.5729,86.5814,85.6193,86.4379,9355388,9355388,-0.421977,-0.486,86.3767,"Jun 17, 14",0.05373650339693211
2014-06-18,86.5645,86.8852,86.1341,86.6995,9575877,9575877,0.261626,0.303,86.5472,"Jun 18, 14",0.056925584451523195
2014-06-19,86.5983,86.7924,85.8134,86.6151,11107691,11107691,-0.084396,-0.097,86.2621,"Jun 19, 14",0.05589669132840587
2014-06-20,87.1637,87.822,86.8768,87.6279,17681113,17681113,1.0127,1.169,87.7796,"Jun 20, 14",0.06824340880581348
2014-06-23,87.8642,88.2862,87.6701,88.0921,8553670,8553670,0.464177,0.53,87.9717,"Jun 23, 14",0.07390232098295871
2014-06-24,87.9233,88.168,86.4801,86.6995,9708408,9708408,-1.3925,-1.581,79.2966,"Jun 24, 14",0.056925584451523195
2014-06-25,86.3704,86.6067,85.6868,86.2016,10716273,10716273,-0.497933,-0.574,86.1017,"Jun 25, 14",0.05085584646573995
2014-06-26,86.0328,86.4042,85.1129,86.1088,8424551,8424551,-0.092837,-0.108,85.9274,"Jun 26, 14",0.04972455165738352
2014-06-27,85.8049,85.9062,84.9526,85.4167,15149918,15149918,-0.692041,-0.804,88.974,"Jun 27, 14",0.0412873842342854
2014-06-30,85.4167,85.4674,84.8344,84.9694,9536536,9536536,-0.447296,-0.524,85.4439,"Jun 30, 14",0.03583449449529983
2014-07-01,85.3661,85.7374,85.0623,85.5433,8404213,8404213,0.573889,0.675,85.4566,"Jul 1, 14",0.04283072391896131
2014-07-02,85.3661,85.7796,85.2733,85.7206,6954442,6954442,0.177231,0.207,85.6136,"Jul 2, 14",0.044992130918116525
2014-07-03,86.0413,87.1553,85.8134,86.5814,6922616,6922616,0.860833,1.004,86.382,"Jul 3, 14",0.05548586551976785
2014-07-07,86.362,86.632,86.1003,86.632,7980994,7980994,0.050635,0.058,86.4207,"Jul 7, 14",0.0561027137665657
2014-07-08,86.362,87.1215,86.2269,86.7839,9615023,9615023,0.151915,0.175,86.8825,"Jul 8, 14",0.05795447757464053
2014-07-09,86.8936,87.5097,86.7671,87.3916,7659029,7659029,0.607648,0.7,87.2871,"Jul 9, 14",0.06536275187462132
2014-07-10,86.8261,86.9865,86.1172,86.5645,8533731,8533731,-0.827076,-0.946,86.5268,"Jul 10, 14",0.05527984308160802
2014-07-11,86.421,86.5054,85.5096,85.864,7689643,7689643,-0.700483,-0.809,85.8092,"Jul 11, 14",0.0467402739732708
2014-07-14,86.2269,86.9949,86.2185,86.6573,8253348,8253348,0.793318,0.924,86.6942,"Jul 14, 14",0.05641113788996462
2014-07-15,86.5307,86.5898,85.864,86.4126,8760545,8760545,-0.244747,-0.282,86.3153,"Jul 15, 14",0.053428079273533186
2014-07-16,86.5561,87.5941,86.5392,87.5773,8879502,8879502,1.1647,1.348,87.3581,"Jul 16, 14",0.06762656055901563
2014-07-17,87.2481,87.6743,86.3282,86.3451,8145741,8145741,-1.2322,-1.407,86.8866,"Jul 17, 14",0.05260520858857568
2014-07-18,86.6658,86.8936,85.9653,86.6995,8208309,8208309,0.354462,0.411,86.5525,"Jul 18, 14",0.056925584451523195
2014-07-21,86.3873,87.0878,86.1341,86.9949,6632386,6632386,0.295384,0.341,86.7377,"Jul 21, 14",0.06052671038243376
2014-07-22,87.4675,87.9317,87.3494,87.3831,7426442,7426442,0.388221,0.446,87.5509,"Jul 22, 14",0.06525913112170076
2014-07-23,87.4675,88.1511,87.3747,87.9824,7017078,7017078,0.599208,0.686,87.8813,"Jul 23, 14",0.07256500373644245
2014-07-24,88.1258,88.379,87.7292,88.0077,7943024,7943024,0.02532,0.029,88.1276,"Jul 24, 14",0.07287342785984138
2014-07-25,87.7123,87.7629,86.8936,87.0793,7784729,7784729,-0.928354,-1.055,87.1791,"Jul 25, 14",0.061555603505551094
2014-07-28,87.5435,87.898,86.5645,87.1384,11072138,11072138,0.059079,0.068,87.0514,"Jul 28, 14",0.0622760725052695
2014-07-29,87.9486,88.4128,87.3663,87.3916,8055421,8055421,0.253186,0.291,87.7924,"Jul 29, 14",0.06536275187462132
2014-07-30,87.5435,87.898,86.5645,87.1384,11072188,11072188,-0.253186,-0.29,87.0514,"Jul 30, 14",0.0622760725052695
2014-07-31,86.0666,86.0666,83.4925,83.5009,18297904,18297904,-3.6374,-4.174,84.4995,"Jul 31, 14",0.01793248559366772
2014-08-01,83.2309,84.0158,82.8595,83.3828,14915613,14915613,-0.118154,-0.142,83.4182,"Aug 1, 14",0.016492766661912368
2014-08-04,83.3322,84.7584,82.9693,84.5053,12152078,12152078,1.1225,1.346,83.9479,"Aug 4, 14",0.030176801385836234
2014-08-05,83.9567,84.0073,82.522,82.8764,13071813,13071813,-1.6288,-1.927,83.2387,"Aug 5, 14",0.010319407923208563
2014-08-06,82.8764,84.1002,82.8764,83.5347,9916916,9916916,0.658283,0.794,83.6095,"Aug 6, 14",0.0183445304699872
2014-08-07,84.2014,84.2605,82.3954,82.9355,10017398,10017398,-0.599205,-0.717,83.1176,"Aug 7, 14",0.011039876922926968
2014-08-08,83.3912,84.2183,82.9777,84.1761,11206941,11206941,1.2406,1.496,83.7038,"Aug 8, 14",0.026163630578606184
2014-08-11,84.3716,84.4906,83.7384,83.9042,8595196,8595196,-0.271948,-0.323,84.0209,"Aug 11, 14",0.022848985552828972
2014-08-12,83.4623,83.8702,83.1308,83.7002,9585001,9585001,-0.203958,-0.243,83.5065,"Aug 12, 14",0.020362087482734922
2014-08-13,83.9807,84.3971,83.6917,84.2101,7645775,7645775,0.5099,0.609,84.1142,"Aug 13, 14",0.026578113590288412
2014-08-14,84.2186,84.3716,83.7937,84.2101,6547528,6547528,0,0,84.0639,"Aug 14, 14",0.026578113590288412
2014-08-15,84.3376,84.499,83.4028,84.1591,9234925,9234925,-0.05099,-0.061,84.0525,"Aug 15, 14",0.025956389072764898
2014-08-18,84.3716,84.584,84.2144,84.5755,7143392,7143392,0.416418,0.495,84.4288,"Aug 18, 14",0.03103258689819209
2014-08-19,84.5585,84.941,84.499,84.55,8888327,8888327,-0.025493,-0.03,84.6545,"Aug 19, 14",0.03072172463943025
2014-08-20,84.601,84.8985,84.1676,84.7285,6753128,6753128,0.178464,0.211,84.534,"Aug 20, 14",0.03289776045076245
2014-08-21,84.8135,85.0429,84.3546,84.3716,6826246,6826246,-0.356932,-0.421,84.6534,"Aug 21, 14",0.028546907895779502
2014-08-22,84.0401,84.1166,83.3518,83.7087,8096103,8096103,-0.66287,-0.786,83.7026,"Aug 22, 14",0.02046570823565548
2014-08-25,83.9722,84.0486,83.7087,83.9212,7570029,7570029,0.21246,0.254,83.8899,"Aug 25, 14",0.023056227058670085
2014-08-26,84.2356,85.2469,84.1506,84.6775,8536472,8536472,0.75635,0.901,84.815,"Aug 26, 14",0.032276035933238946
2014-08-27,84.7965,84.9495,84.2101,84.584,5849223,5849223,-0.093479,-0.11,84.5698,"Aug 27, 14",0.03113620765111265
2014-08-28,84.1676,84.7625,84.1421,84.618,6072738,6072738,0.033994,0.04,84.5331,"Aug 28, 14",0.031550690662794874
2014-08-29,84.4566,84.703,83.8957,84.5245,8873707,8873707,-0.093483,-0.11,84.3698,"Aug 29, 14",0.03041086238066858
2014-09-02,84.499,84.635,83.1223,83.7002,8966533,8966533,-0.824339,-0.975,83.6055,"Sep 2, 14",0.020362087482734922
2014-09-03,84.0146,84.635,84.0146,84.2271,8481019,8481019,0.526896,0.63,84.3498,"Sep 3, 14",0.026785355096129525
2014-09-04,84.1336,84.516,83.2583,83.5897,9662876,9662876,-0.637374,-0.757,83.8208,"Sep 4, 14",0.019015017694767343
2014-09-05,83.9127,84.3886,83.3773,84.3546,9486572,9486572,0.764849,0.915,84.0695,"Sep 5, 14",0.02833966638993839
2014-09-08,84.0656,84.0656,82.8164,83.0883,10080099,10080099,-1.2663,-1.501,83.1904,"Sep 8, 14",0.012902612340134586
2014-09-09,83.0203,83.3093,82.4,82.7654,9762259,9762259,-0.322938,-0.389,82.8323,"Sep 9, 14",0.00896624279683386
2014-09-10,82.7399,82.8844,81.4396,82.2725,12113689,12113689,-0.492903,-0.596,82.0516,"Sep 10, 14",0.0029574581951214854
2014-09-11,81.8561,82.5359,81.4311,82.4594,10181311,10181311,0.186965,0.227,82.1508,"Sep 11, 14",0.0052358956916929615
2014-09-12,82.0345,82.0855,81.2697,81.3972,10270116,10270116,-1.0623,-1.288,81.545,"Sep 12, 14",-0.00771304122033551
2014-09-15,81.3547,81.924,81.0742,81.8306,10694860,10694860,0.433414,0.532,81.6066,"Sep 15, 14",-0.002429601889067204
2014-09-16,81.7796,83.3263,81.6011,82.7994,11582529,11582529,0.968813,1.184,82.786,"Sep 16, 14",0.009380725808516259
2014-09-17,83.2073,83.2243,82.264,82.5019,8777778,8777778,-0.297442,-0.359,82.6398,"Sep 17, 14",0.005753999456295917
2014-09-18,82.5614,82.7059,81.992,82.1025,8636631,8636631,-0.399421,-0.484,82.2294,"Sep 18, 14",0.0008850431367100098
2014-09-19,82.5019,82.9099,82.3192,82.5359,18178477,18178477,0.433412,0.528,82.6449,"Sep 19, 14",0.006168482467978143
2014-09-22,82.349,82.434,81.8136,82.043,8824870,8824870,-0.492901,-0.597,82.0249,"Sep 22, 14",0.00015969786626594142
2014-09-23,81.8221,82.5699,81.6096,81.6096,10300659,10300659,-0.433418,-0.528,81.9282,"Sep 23, 14",-0.005123741465002365
2014-09-24,81.4736,81.7966,80.5983,81.4311,12200003,12200003,-0.178467,-0.219,81.1387,"Sep 24, 14",-0.00729977727633457
2014-09-25,81.2952,81.4906,80.0546,80.0969,12854240,12854240,-1.3342,-1.638,80.4824,"Sep 25, 14",-0.02356457828182154
2014-09-26,80.1649,81.3802,79.7145,81.0997,11256807,11256807,1.0028,1.252,80.7822,"Sep 26, 14",-0.011339767572555852
2014-09-29,80.4878,80.5473,79.7145,80.2499,14023092,14023092,-0.849835,-1.048,80.1352,"Sep 29, 14",-0.02169940472925118
2014-09-30,79.9779,80.5728,79.5615,79.9269,15579333,15579333,-0.322938,-0.402,79.9597,"Sep 30, 14",-0.02563699334023319
2014-10-01,79.9779,80.3434,78.7924,78.9156,14028600,14028600,-1.0113,-1.265,79.4323,"Oct 1, 14",-0.03796542480241961
2014-10-02,78.5162,79.7995,78.2358,79.2896,13756563,13756563,0.373928,0.474,78.9889,"Oct 2, 14",-0.033406111673914086
2014-10-03,79.5445,79.9779,78.6777,79.8165,11572112,11572112,0.526896,0.665,79.4991,"Oct 3, 14",-0.02698284406051931
2014-10-06,79.8929,81.0147,79.808,80.3264,10599719,10599719,0.5099,0.639,80.3818,"Oct 6, 14",-0.020766817952965824
2014-10-07,80.1139,80.8958,79.3151,79.3491,10787852,10787852,-0.977308,-1.217,80.0008,"Oct 7, 14",-0.03268076640346984
2014-10-08,79.3915,80.5898,78.5417,80.4029,15592479,15592479,1.0538,1.328,79.6666,"Oct 8, 14",-0.019834231176680643
2014-10-09,79.9269,80.3009,77.8703,78.0318,17917680,17917680,-2.371,-2.949,78.513,"Oct 9, 14",-0.04873954497079716
2014-10-10,78.5587,79.2641,77.25,77.8448,18173104,18173104,-0.186965,-0.24,78.1268,"Oct 10, 14",-0.05101920153504992
2014-10-13,77.6069,78.6352,77.131,77.199,14451647,14451647,-0.645873,-0.83,77.9193,"Oct 13, 14",-0.05889194062165137
2014-10-14,77.7514,78.3802,76.5362,76.9525,23121774,23121774,-0.24645,-0.319,77.44,"Oct 14, 14",-0.0618969424563482
2014-10-15,75.6353,77.0035,73.8591,76.6721,24704546,24704546,-0.280447,-0.364,75.84,"Oct 15, 14",-0.06531520823504597
2014-10-16,75.2783,77.5644,74.9384,76.995,25215899,25215899,0.322937,0.421,76.6994,"Oct 16, 14",-0.06137883869174525
2014-10-17,77.4454,78.3972,76.91,77.5134,18194303,18194303,0.5184,0.673,77.5678,"Oct 17, 14",-0.055059191831271205
2014-10-20,77.0205,78.0913,77.0205,77.9893,10826502,10826502,0.475908,0.614,77.7198,"Oct 20, 14",-0.04925764873540012
2014-10-21,78.9156,79.9099,78.4907,79.587,15757046,15757046,1.5977,2.049,79.248,"Oct 21, 14",-0.029780604389375027
2014-10-22,79.8505,80.3816,79.0176,79.1451,12742932,12742932,-0.441916,-0.555,79.5422,"Oct 22, 14",-0.03516766447356389
2014-10-23,80.1479,80.7173,79.774,79.9779,11352718,11352718,0.832839,1.052,80.2386,"Oct 23, 14",-0.02501526882270968
2014-10-24,80.0459,80.3349,79.2216,80.3009,9740056,9740056,0.322937,0.404,79.9721,"Oct 24, 14",-0.021077680211727665
2014-10-27,79.757,79.757,78.8392,79.638,11394514,11394514,-0.662869,-0.825,79.3999,"Oct 27, 14",-0.029158879871851517
2014-10-28,80.2584,80.9,79.825,80.8193,12570452,12570452,1.1813,1.483,80.4994,"Oct 28, 14",-0.014758033351253622
2014-10-29,81.0912,81.5671,79.5615,80.3859,12410105,12410105,-0.433416,-0.536,80.5547,"Oct 29, 14",-0.020041472682521756
2014-10-30,79.774,80.4538,79.2216,80.2669,9767918,9767918,-0.118979,-0.148,79.9385,"Oct 30, 14",-0.021492163223409893
2014-10-31,80.7258,82.3405,80.1479,82.1875,17493736,17493736,1.9206,2.393,81.5922,"Oct 31, 14",0.0019212506659157477
2014-11-03,82.06,82.5189,80.5643,80.9552,13410561,13410561,-1.2323,-1.499,81.4328,"Nov 3, 14",-0.013101320372205658
2014-11-04,80.3094,80.6408,79.791,80.3264,13498531,13498531,-0.62888,-0.777,80.1527,"Nov 4, 14",-0.020766817952965824
2014-11-05,81.0402,81.3887,80.4368,80.7938,12480033,12480033,0.467408,0.582,80.8348,"Nov 5, 14",-0.01506889561001529
2014-11-06,80.8873,81.941,80.1224,81.8051,14731392,14731392,1.0113,1.252,81.5016,"Nov 6, 14",-0.0027404641478290465
2014-11-07,82.0019,83.1661,81.9335,82.6782,13233484,13233484,0.873084,1.067,82.737,"Nov 7, 14",0.00790321577863689
2014-11-10,82.9178,83.1147,82.2331,82.4128,9087594,9087594,-0.265352,-0.321,82.5875,"Nov 10, 14",0.004667810152151916
2014-11-11,81.9848,82.6097,81.8393,82.5241,7990045,7990045,0.111277,0.135,82.3401,"Nov 11, 14",0.0060246324815708225
2014-11-12,82.0875,82.5155,81.4113,81.6424,11592788,11592788,-0.881649,-1.068,81.8803,"Nov 12, 14",-0.004723887265497128
2014-11-13,81.2829,81.4969,80.3157,81.0261,12355397,12355397,-0.6163,-0.755,80.914,"Nov 13, 14",-0.012237001386079933
2014-11-14,81.2059,81.4113,81.0176,81.3942,9352535,9352535,0.368069,0.454,81.2246,"Nov 14, 14",-0.007749613250778069
2014-11-17,81.1888,81.437,80.6238,81.4113,8704386,8704386,0.017118,0.021,81.1662,"Nov 17, 14",-0.007541152677255497
2014-11-18,81.3856,81.9591,80.9149,81.2059,9272445,9272445,-0.205434,-0.252,81.3423,"Nov 18, 14",-0.010045117694889279
2014-11-19,81.3856,81.9506,80.5725,81.8393,8333169,8333169,0.63342,0.78,81.4802,"Nov 19, 14",-0.0023235430007839024
2014-11-20,81.6339,82.0875,81.5397,82.0191,8422369,8422369,0.179755,0.22,81.8365,"Nov 20, 14",-0.00013165930959324894
2014-11-21,83.2003,83.2003,82.2587,82.8665,12374854,12374854,0.847409,1.033,82.7536,"Nov 21, 14",0.0101987202227481
2014-11-24,82.4642,82.8579,81.5312,81.9335,10172405,10172405,-0.933009,-1.126,81.9437,"Nov 24, 14",-0.0011751812448875679
2014-11-25,82.1817,82.1988,80.7779,81.1289,13747362,13747362,-0.80461,-0.982,81.2723,"Nov 25, 14",-0.010983799809581583
2014-11-26,81.009,81.4284,80.7693,80.8721,9822941,9822941,-0.256793,-0.317,81.027,"Nov 26, 14",-0.014114365615464539
2014-11-28,78.3213,78.6209,77.1315,77.4995,19556690,19556690,-3.3725,-4.17,77.8731,"Nov 28, 14",-0.05522864223898847
2014-12-01,77.3455,79.4939,77.277,79.0488,27584224,27584224,1.5493,1.999,78.7084,"Dec 1, 14",-0.03634162665077
2014-12-02,79.0232,81.0347,78.7578,80.6238,20885295,20885295,1.575,1.992,80.2031,"Dec 2, 14",-0.01714131066842694
2014-12-03,81.0347,81.5996,80.4612,81.2744,16220449,16220449,0.650536,0.807,81.1033,"Dec 3, 14",-0.009210056333117533
2014-12-04,80.5725,80.9833,79.6651,80.7779,13115285,13115285,-0.496463,-0.611,80.4443,"Dec 4, 14",-0.015262727371360875
2014-12-05,80.4184,80.9662,79.9084,80.3071,11831896,11831896,-0.470784,-0.583,80.395,"Dec 5, 14",-0.02100209801547963
2014-12-08,79.5196,79.7165,78.2057,78.4925,15735859,15735859,-1.8147,-2.26,78.7512,"Dec 8, 14",-0.04312330016250161
2014-12-09,78.0902,78.8006,77.6879,78.2186,15883826,15883826,-0.273912,-0.349,78.2046,"Dec 9, 14",-0.046462326541907316
2014-12-10,77.6536,77.6622,75.4966,75.8989,22279389,22279389,-2.3197,-2.966,76.0513,"Dec 10, 14",-0.07474103954777465
2014-12-11,76.0615,78.3555,76.0529,76.3525,21522152,21522152,0.453665,0.598,77.1986,"Dec 11, 14",-0.06921134854485976
2014-12-12,75.9331,76.1813,74.127,74.127,24568339,24568339,-2.2255,-2.915,75.0152,"Dec 12, 14",-0.09634169979483094
2014-12-15,74.9231,75.839,74.0414,74.3838,21373561,21373561,0.256791,0.346,74.7089,"Dec 15, 14",-0.09321113398894798
